left,right
0.054999999999999716,0.06500000000000039
0.7690000000000001,0.5279999999999996
0.8190000000000008,0.5549999999999997
0.7510000000000012,0.536999999999999
0.6929999999999996,0.548
0.6969999999999992,0.5150000000000006
0.7210000000000001,0.5990000000000002
0.7119999999999997,0.4819999999999993
0.7090000000000032,0.597999999999999
0.722999999999999,0.5159999999999982
0.700999999999997,0.5750000000000028
0.7489999999999988,0.5420000000000016
0.6269999999999989,0.5150000000000006
0.7319999999999993,0.6710000000000029
0.7699999999999996,0.5899999999999999
0.7409999999999997,0.6810000000000009
0.8310000000000031,0.46899999999999764
0.7210000000000001,0.5339999999999989
0.8260000000000005,0.5889999999999986
0.607999999999997,0.7390000000000008
1.3740000000000023,0.5870000000000033
0.8710000000000022,0.40799999999999415
0.9179999999999993,0.47100000000000364
0.911999999999999,0.44899999999999807
0.7139999999999986,0.5480000000000018
0.6749999999999972,0.7220000000000013
0.5930000000000035,0.713000000000001
0.8419999999999987,0.6340000000000003
0.6530000000000058,0.5659999999999954
0.786999999999999,0.6939999999999955
0.8260000000000005,0.6360000000000028
0.777000000000001,0.588000000000001
0.8950000000000031,0.519999999999996
0.6310000000000002,0.6939999999999955
0.6129999999999995,0.6880000000000024
0.8239999999999981,0.6450000000000031
0.6679999999999993,0.597999999999999
0.7150000000000034,0.5700000000000003
0.6499999999999986,0.6569999999999965
0.6589999999999989,0.7060000000000031
0.6039999999999992,0.7049999999999983
0.7669999999999959,0.5900000000000034
0.6630000000000038,0.5700000000000003
