time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.8779,-1.2632,-2.2373,2.715
0.003000,-0.6587,-1.2486,-2.1234,2.550
0.003000,-0.4953,-1.1899,-1.9002,2.296
0.004000,-0.4528,-1.1815,-1.6165,2.053
0.004000,-0.4555,-1.2076,-1.3442,1.864
0.009000,-0.4810,-1.2836,-1.2987,1.888
0.013000,-0.5165,-1.3242,-1.2889,1.919
0.022000,-0.5841,-1.3899,-1.3638,2.033
0.023000,-0.6107,-1.4454,-1.5795,2.226
0.029000,-0.5022,-1.4451,-1.6368,2.240
0.033000,-0.3673,-1.3753,-1.4462,2.029
0.039000,-0.2609,-1.2699,-1.1226,1.715
0.043000,-0.1827,-1.2205,-0.7634,1.451
0.049000,-0.1688,-1.1505,-0.5096,1.270
0.053000,-0.3169,-0.9402,-0.5122,1.117
0.058000,-0.3810,-0.8493,-0.6856,1.156
0.062000,-0.1271,-1.1011,-0.9190,1.440
0.068000,-0.3155,-0.9432,-1.2857,1.625
0.072000,-0.4697,-0.7478,-1.4788,1.722
0.077000,-0.7177,-0.5452,-1.5932,1.830
0.082000,-0.8324,-0.3472,-1.6708,1.899
0.087000,-0.8172,-0.1059,-1.6670,1.860
0.091000,-0.7579,0.0732,-1.6007,1.773
0.096000,-0.7479,0.2135,-1.4569,1.651
0.102000,-0.8563,0.3050,-1.1945,1.501
0.106000,-0.9791,0.3538,-0.9288,1.395
0.111000,-1.0384,0.4022,-0.5724,1.252
0.117000,-1.0954,0.4534,-0.2713,1.216
0.121000,-1.0489,0.5734,0.0385,1.196
0.125000,-0.8828,0.7106,0.2626,1.163
0.130000,-0.6157,0.8314,0.4491,1.128
0.137000,-0.3980,0.8977,0.5617,1.131
0.141000,-0.3918,0.8959,0.5759,1.135
0.145000,-0.5040,0.8178,0.5070,1.086
0.151000,-0.5411,0.7441,0.4323,1.017
0.156000,-0.5168,0.6620,0.2779,0.885
0.160000,-0.3452,0.5585,0.1468,0.673
0.164000,0.0475,0.3774,0.1971,0.428
0.170000,0.4670,0.2098,0.2697,0.579
0.176000,0.6820,0.1153,0.3052,0.756
0.179000,0.6491,0.1194,0.4001,0.772
0.185000,0.5986,0.2857,0.5682,0.873
0.189000,0.6666,0.5386,0.7472,1.137
0.194000,0.6523,0.9410,0.7961,1.395
0.199000,0.4708,1.4582,1.0703,1.869
0.203000,0.2473,2.0888,1.3539,2.501
0.209000,0.0373,2.6791,1.4687,3.055
0.213000,-0.0235,3.1523,1.3197,3.417
0.218000,0.0497,3.3300,1.0022,3.478
0.224000,-0.0381,3.4289,0.6246,3.486
0.228000,-0.1128,3.3626,0.4113,3.389
0.232000,-0.1533,3.3343,0.2586,3.348
0.238000,0.0226,3.3816,0.1235,3.384
0.242000,0.4683,3.3624,0.0833,3.396
0.247000,0.6904,3.3369,0.4785,3.441
0.252000,0.8642,3.0734,1.1413,3.390
0.257000,0.9686,2.6501,1.8522,3.375
0.261000,0.9185,2.2356,2.6062,3.554
0.270000,0.8728,1.8356,3.3072,3.882
0.271000,1.1867,1.1260,3.7206,4.064
0.276000,1.3581,0.5552,3.8312,4.103
0.281000,1.3893,0.1967,4.1179,4.350
0.288000,1.3597,-0.0320,4.0753,4.296
0.291000,1.5001,-0.3441,3.7808,4.082
0.296000,1.8456,-0.7591,3.2760,3.836
0.301000,1.6516,-0.7246,2.7422,3.282
0.305000,1.4801,-0.6157,2.1685,2.697
0.313000,1.3710,-0.5701,1.5417,2.140
0.315000,1.3159,-0.6605,0.9271,1.740
0.320000,1.2479,-0.8235,0.5553,1.595
0.325000,1.0782,-0.9389,0.2653,1.454
0.330000,0.8522,-0.9969,-0.0651,1.313
0.336000,0.6444,-1.0453,-0.4525,1.309
0.339000,0.4023,-1.0339,-0.9329,1.449
0.344000,0.1853,-1.0484,-1.4156,1.771
0.349000,0.0120,-1.0356,-1.7840,2.063
0.354000,-0.0847,-0.9529,-1.9848,2.203
0.359000,-0.0626,-0.7840,-2.0299,2.177
0.363000,0.2110,-0.7498,-1.9540,2.104
0.369000,0.2035,-0.6147,-1.7515,1.867
0.373000,0.1488,-0.5751,-1.4125,1.532
0.378000,0.2230,-0.6940,-1.2086,1.411
0.384000,0.3770,-0.8349,-1.0294,1.378
0.388000,0.5672,-1.0477,-0.9706,1.537
0.393000,0.7425,-1.0593,-1.0205,1.648
0.399000,0.8699,-0.8053,-1.1815,1.674
0.403000,0.7363,-0.3523,-1.3496,1.577
0.407000,0.3989,-0.2154,-1.6174,1.680
0.412000,0.2644,-0.5642,-1.9185,2.017
0.417000,0.2040,-0.8816,-2.0962,2.283
0.422000,-0.3234,-1.1077,-2.1010,2.397
0.427000,-0.9192,-1.3808,-2.1675,2.729
0.431000,-1.1124,-1.7164,-2.1933,2.999
0.437000,-1.1573,-1.8034,-2.3454,3.177
0.441000,-1.2311,-1.8088,-2.5014,3.323
