time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.593000,-1.0913,0.2856,-2.7236,2.948
0.597000,-1.0036,0.1897,-2.7916,2.973
0.601000,-0.8235,0.1973,-2.9142,3.035
0.607000,-0.5351,0.2556,-3.0362,3.094
0.612000,-0.2992,0.2245,-2.9693,2.993
0.616000,-0.0953,0.3390,-2.9162,2.937
0.621000,-0.2068,0.4733,-2.9370,2.982
0.627000,-0.3965,0.6128,-2.9309,3.020
0.631000,-0.7656,0.5255,-2.8069,2.957
0.636000,-1.1278,0.4841,-2.4861,2.773
0.645000,-1.4705,0.6326,-2.2837,2.789
0.646000,-1.6363,0.8098,-2.3062,2.941
0.651000,-1.5091,0.9726,-2.5618,3.128
0.656000,-1.4523,1.1417,-2.7751,3.334
0.661000,-1.5300,1.3523,-2.4970,3.226
0.666000,-1.5485,1.4514,-2.2610,3.101
0.671000,-1.6149,1.3381,-2.2291,3.061
0.680000,-1.9383,1.1013,-2.1904,3.125
0.681000,-2.9725,1.1131,-1.6603,3.582
0.685000,-3.9822,0.5342,-1.3220,4.230
0.689000,-3.3491,0.8409,-1.5086,3.768
0.695000,-3.0429,1.4996,-2.1680,4.026
0.699000,-2.3641,1.9560,-2.5795,4.009
0.704000,-1.2179,2.1755,-2.4753,3.513
0.709000,-0.0891,2.2703,-2.2404,3.191
0.713000,0.9111,2.4427,-2.1203,3.360
0.719000,1.8916,2.6262,-2.0822,3.848
0.728000,2.4813,2.6161,-2.1954,4.221
0.732000,2.0195,1.9116,-2.2158,3.556
0.734000,1.1271,0.8845,-2.0538,2.504
0.738000,0.6264,0.0209,-2.0451,2.139
0.744000,0.6881,-0.6820,-1.9238,2.154
0.748000,1.1302,-1.0631,-1.5900,2.222
0.752000,1.6102,-1.0415,-1.2938,2.313
0.763000,1.8574,-1.3023,-0.3362,2.293
0.766000,2.1893,-1.4062,-1.3362,2.925
0.786000,2.8610,-1.3649,-2.4791,4.024
0.787000,3.4283,-1.4237,-2.2211,4.326
0.788000,3.6688,-1.5687,-1.4450,4.244
0.788000,3.6785,-1.7054,-0.8963,4.153
0.789000,3.4665,-1.7472,-0.6357,3.934
0.793000,3.2983,-1.6817,-0.3967,3.724
0.797000,3.0702,-1.7062,-0.1136,3.514
0.801000,2.7990,-1.9017,0.3000,3.397
0.806000,2.6349,-2.0056,0.6666,3.378
0.811000,2.5328,-2.1291,0.7047,3.383
0.816000,2.5295,-2.1103,0.5761,3.344
0.820000,2.5330,-2.0428,0.6815,3.325
0.828000,2.4349,-1.9224,0.8486,3.216
0.830000,2.2058,-1.8217,0.9341,3.009
0.835000,1.9452,-1.6379,0.8669,2.687
0.841000,1.8663,-1.4478,0.8092,2.497
0.846000,1.7971,-1.2656,0.7898,2.336
0.851000,1.7375,-1.0819,0.8472,2.215
0.855000,1.7693,-0.9101,0.8427,2.161
0.862000,1.7154,-0.7931,0.8605,2.077
0.865000,1.6313,-0.6898,0.7982,1.943
0.870000,1.4913,-0.5918,0.8808,1.830
0.881000,1.2314,-0.4959,1.0202,1.674
0.882000,0.9572,-0.4091,1.1784,1.572
0.884000,0.7747,-0.3335,1.2005,1.467
0.902000,0.6821,-0.2061,0.8479,1.108
0.903000,0.5499,-0.1468,0.3238,0.655
0.903000,0.3658,-0.0616,-0.0876,0.381
0.904000,0.1771,0.0058,-0.9941,1.010
0.911000,0.0705,0.0706,-2.2574,2.260
0.913000,-0.1187,0.1169,-4.5642,4.567
0.919000,0.2483,0.3420,-4.4273,4.447
0.923000,0.6915,0.3843,-4.9361,4.999
0.927000,0.4608,0.3022,-4.6844,4.717
0.932000,0.0078,0.3910,-4.5893,4.606
0.937000,-0.2808,0.5114,-5.1151,5.148
0.944000,-0.3823,0.5742,-5.0331,5.080
0.947000,-0.5871,0.4275,-4.9341,4.987
0.952000,-0.0986,0.4311,-6.6099,6.625
0.959000,1.2675,0.5170,-8.8092,8.915
0.963000,1.1657,-0.1303,-6.4685,6.574
0.972000,0.9704,0.0592,-7.8871,7.947
0.974000,2.0601,-0.0376,-10.4841,10.685
0.985000,1.5692,-0.5048,-11.0292,11.152
0.986000,0.3496,-0.9415,-11.4952,11.539
0.987000,-1.1292,-1.2029,-10.3292,10.460
0.992000,-2.4909,-2.5659,1.3191,3.812
0.998000,-7.0926,-1.4617,29.3293,30.210
1.000000,-13.1150,-0.2068,29.3094,32.111
1.005000,-11.5361,-2.0151,7.9119,14.133
1.011000,-10.2829,-3.7308,-3.0943,11.368
1.015000,-8.1626,-4.5322,-5.5118,10.842
1.020000,-4.7625,-4.0445,-2.7562,6.829
1.026000,-1.3340,-3.2223,1.2398,3.701
1.033000,1.3159,-2.2233,2.9404,3.914
1.034000,2.9667,-1.2253,1.6006,3.587
1.039000,3.8352,-0.5469,-0.4724,3.903
1.046000,4.4863,-0.2901,-1.4407,4.721
1.049000,4.2701,-0.4432,-1.6967,4.616
1.054000,3.8059,-0.8199,-1.5732,4.199
1.065000,3.5393,-1.2071,-1.0803,3.892
1.067000,3.0264,-1.4067,-0.5391,3.381
1.086000,1.8908,-1.2799,-0.0884,2.285
1.087000,0.6821,-0.8225,0.2357,1.094
1.088000,-0.1884,-0.3431,0.4017,0.561
1.088000,-0.9711,-0.0378,0.6605,1.175
1.089000,-1.5983,0.1507,0.7539,1.774
1.095000,-1.9988,0.3327,0.5482,2.099
1.097000,-2.1155,0.4962,0.2521,2.187
1.102000,-1.9772,0.6369,-0.0531,2.078
1.108000,-1.5378,0.7483,-0.4820,1.777
1.112000,-0.9742,0.7714,-0.8958,1.532
1.117000,-0.5074,0.7429,-1.2468,1.537
1.121000,-0.1686,0.7804,-1.5231,1.720
1.129000,0.0894,0.8721,-1.5909,1.816
1.131000,0.2907,0.7786,-1.3383,1.575
1.136000,0.3568,0.5955,-0.8995,1.136
1.143000,0.3812,0.3174,-0.4207,0.650
1.148000,0.3900,0.1680,-0.0499,0.428
1.151000,0.5150,0.1411,0.2894,0.607
1.156000,0.6274,0.2490,0.5207,0.853
1.162000,0.5884,0.3966,0.6562,0.967
1.166000,0.3725,0.5750,0.7773,1.036
1.171000,0.1019,0.6989,0.9962,1.221
1.181000,-0.1171,0.7288,1.1025,1.327
1.182000,-0.1802,0.7667,1.1706,1.411
1.186000,-0.3005,0.8646,1.1360,1.459
1.213000,-0.4455,0.9650,0.9512,1.426
1.215000,-0.4897,0.9602,0.8602,1.379
1.216000,-0.4012,0.8301,0.8320,1.242
1.217000,-0.2447,0.6896,0.8644,1.132
1.217000,-0.1675,0.5345,0.8712,1.036
1.218000,-0.2284,0.3965,0.7213,0.854
1.219000,-0.2427,0.3881,0.4677,0.654
1.226000,-0.1275,0.3774,0.1677,0.432
1.230000,0.1299,0.3790,0.0321,0.402
1.234000,0.3212,0.3171,0.0678,0.456
1.239000,0.4096,0.2423,0.1910,0.513
1.245000,0.3430,0.1427,0.3493,0.510
1.249000,0.2779,0.0652,0.6050,0.669
1.253000,0.2513,-0.0368,0.8242,0.862
1.263000,0.2014,-0.1831,0.9953,1.032
1.264000,0.1556,-0.2542,1.0397,1.082
1.273000,0.0852,-0.2602,1.0032,1.040
1.275000,-0.0137,-0.1857,0.9214,0.940
1.290000,-0.1319,-0.0724,0.7343,0.750
1.292000,-0.2652,0.0293,0.4948,0.562
1.293000,-0.3222,0.1056,0.2099,0.399
1.293000,-0.2966,0.1409,-0.0176,0.329
1.297000,-0.2733,0.1816,-0.2644,0.421
1.302000,-0.4122,0.2471,-0.4301,0.645
1.306000,-0.4026,0.3065,-0.5464,0.745
1.312000,-0.3342,0.3117,-0.5895,0.746
1.316000,-0.2716,0.2725,-0.6431,0.749
1.321000,-0.1722,0.1844,-0.5521,0.607
1.328000,-0.1532,0.1337,-0.1476,0.251
1.332000,-0.2778,0.0500,-0.2487,0.376
1.335000,-0.8622,0.0937,-1.1208,1.417
1.342000,-1.4395,0.2461,-2.3606,2.776
1.347000,-1.4956,0.5181,-3.2018,3.572
1.350000,-1.0191,0.7920,-3.1727,3.425
1.355000,-0.4736,0.9127,-2.6792,2.870
1.360000,-0.0398,0.8804,-2.0104,2.195
1.365000,-0.0083,0.7230,-1.4890,1.655
1.370000,-0.1829,0.5737,-1.1672,1.313
1.380000,-0.3466,0.5297,-0.9395,1.133
1.382000,-0.3184,0.5013,-0.6092,0.851
1.390000,-0.2788,0.4534,-0.1588,0.555
1.391000,-0.3053,0.3517,0.2061,0.509
1.407000,-0.5347,0.2959,0.3666,0.713
1.408000,-0.8567,0.3110,0.5313,1.055
