left,right
0.6843030452728271,0.4853720664977885
0.6448431015014648,0.45999598503112793
0.637777090072646,0.504495859146104
0.6122417449951314,0.5166220664978027
0.6343290805816508,0.5540201663970947
0.6296701431274272,0.47051191329956055
0.6238529682159566,0.47093987464904785
0.6275451183319092,0.4826798439025879
0.6040182113647461,0.49915385246276855
0.636929988861084,0.4544239044189453
0.6615631580352925,0.46105504035949707
0.6599621772766255,0.43474674224852095
0.664039134979248,0.45661497116088867
0.6750619411468222,0.44236087799072266
0.6940360069274902,0.4851481914520406
0.6243388652801514,0.44801878929138184
0.5962462425232076,0.533936023712144
0.6038880348205566,0.5528960227966309
0.6341319084167623,0.4825878143310405
0.6785411834716797,0.5031299591064453
0.6262879371643066,0.5077590942382812
0.6312198638916158,0.4855389595031596
0.6601760387420654,0.4837610721588135
0.653892993927002,0.47395801544189453
0.656947135925293,0.480288028717041
0.6605160236358358,0.4929168224334859
0.632983922958374,0.5073680877685689
0.6002829074859619,0.516247034072876
0.6227631568908691,0.5661070346832275
0.6148161888122701,0.5149488449096538
0.6390511989593506,0.518462657928481
0.6341648101806783,0.5117800235748149
0.6635830402373983,0.5186481475830078
0.607729911804185,0.49181008338931065
0.6525139808654785,0.5016899108886719
0.6737079620361328,0.4827389717102051
0.6137180328368999,0.543694019317627
0.6124348640441752,0.5468811988830851
0.6000280380249023,0.511044979095459
0.6141078472137167,0.5196681022644185
0.6036591529846334,0.512737035751357
0.6592512130737305,0.503021717071519
0.5884847640991211,0.4658970832824849
0.6533858776092671,0.5184512138366557
0.6506381034851074,0.4864480495452739
0.6376628875732706,0.5233669281005575
0.6051540374755859,0.5019330978393555
0.6952509880065918,0.5105469226837158
0.61480712890625,0.5234649181365967
0.531279087066622,0.5701508522033691
0.6441280841827108,0.5885438919067951
0.6163220405578897,0.5541298389434814
0.6042699813842489,0.5918512344360352
0.6366708278656006,0.5214390754699707
0.6238980293273642,0.5935449600220011
0.6523089408874228,0.541146993637085
0.615947961807251,0.5542070865631388
0.698638916015625,0.5020279884338663
0.6823499202727987,0.44959115982055664
0.6546361446380331,0.4827239513397501
0.6839058399200155,0.4957211017608927
0.6518969535827921,0.4652459621429159
0.6604759693146036,0.5032391548156454
0.6369481086730957,0.5002028942108154
0.6664819717407227,0.5058059692382812
0.6288931369781778,0.5052099227905273
0.6661281585693644,0.5129759311675741
