time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.5778,0.9764,-2.7337,2.960
0.005000,-0.8553,1.1912,-2.9675,3.310
0.006000,-1.1755,1.2853,-3.0554,3.517
0.006000,-1.5022,1.4541,-2.9949,3.652
0.006000,-1.8491,1.6705,-2.8334,3.773
0.010000,-2.2737,1.8622,-2.5753,3.908
0.015000,-2.6023,1.9138,-2.2250,3.922
0.021000,-2.7966,2.0308,-1.9693,3.978
0.025000,-2.9310,2.1000,-1.7163,3.993
0.031000,-2.9288,1.9968,-1.4627,3.835
0.035000,-2.7847,1.7670,-1.4248,3.593
0.040000,-2.3792,1.4329,-1.4510,3.134
0.045000,-2.0281,1.2004,-1.6886,2.899
0.051000,-1.5414,1.0168,-1.9099,2.657
0.055000,-0.9051,0.8580,-1.9886,2.347
0.059000,-0.5628,0.9188,-2.1464,2.402
0.064000,-0.3124,1.0190,-2.3464,2.577
0.072000,-0.1821,1.0915,-2.4833,2.719
0.075000,0.0122,0.9494,-2.4184,2.598
0.079000,0.2979,0.5987,-2.1148,2.218
0.083000,0.6635,0.1527,-1.7128,1.843
0.088000,0.7013,-0.3061,-1.5888,1.763
0.093000,0.4499,-0.5881,-1.6261,1.787
0.098000,0.3106,-0.8215,-1.4891,1.729
0.103000,0.0883,-1.2422,-1.0907,1.655
0.108000,-0.7603,-2.5260,-0.3878,2.666
0.113000,-0.6296,-2.1419,0.1356,2.237
0.117000,-0.8755,-0.8417,-0.1358,1.222
0.122000,-1.1447,0.2319,-0.1478,1.177
0.127000,-1.0363,0.9902,-0.0972,1.437
0.132000,-1.4439,0.5135,-0.1859,1.544
0.137000,-2.1270,-0.4419,-0.4050,2.210
0.142000,-2.2433,-0.9879,-0.3096,2.471
0.146000,-2.1819,-1.5562,-0.2505,2.692
0.152000,-2.1335,-2.0504,-0.1544,2.963
0.156000,-2.1723,-2.4928,-0.1257,3.309
0.161000,-2.2532,-2.8986,-0.1322,3.674
0.167000,-2.3682,-3.1708,-0.2012,3.963
0.171000,-2.4060,-3.2412,-0.2814,4.046
0.176000,-2.2217,-3.0352,-0.3524,3.778
0.181000,-1.8345,-2.4655,-0.3878,3.097
0.188000,-1.4022,-1.6626,-0.1564,2.181
0.190000,-0.8323,-0.5919,0.2099,1.043
0.196000,-0.2300,0.5977,0.4834,0.802
0.200000,0.3844,1.6679,0.9856,1.975
0.205000,1.0996,2.4651,1.1899,2.950
0.210000,1.9494,2.9795,1.1704,3.748
0.215000,2.8987,3.1964,1.1226,4.459
0.220000,3.8256,3.2924,1.0266,5.151
0.224000,4.5808,3.4139,0.9343,5.789
0.230000,5.2464,3.5097,0.9379,6.381
0.235000,4.6800,1.8448,1.0860,5.146
0.239000,3.1544,-0.9040,1.3911,3.564
0.244000,3.4501,-2.2121,1.4065,4.333
0.252000,5.0905,-2.5410,0.9527,5.769
0.255000,7.1184,-1.9298,-0.7040,7.409
0.259000,8.7846,-1.3082,-2.3987,9.200
0.264000,7.4787,-0.2882,-2.5433,7.905
0.274000,4.4346,1.1899,-1.4912,4.828
0.275000,2.0031,2.2813,-1.4018,3.344
0.277000,-0.0245,3.0130,-1.5545,3.390
0.284000,-2.0610,3.1889,-1.7639,4.187
0.288000,-3.2750,3.0407,-2.3104,5.031
0.292000,-3.0044,2.6046,-2.9441,4.948
0.298000,-2.4453,1.7250,-3.4559,4.571
0.302000,-1.7677,1.0754,-3.9550,4.464
0.308000,-1.1185,0.7312,-4.0877,4.301
0.312000,-0.5383,0.6380,-3.8917,3.980
0.318000,-0.0950,0.5702,-3.6582,3.704
0.322000,0.1537,0.4410,-3.0808,3.116
0.326000,0.1674,0.2900,-2.1237,2.150
0.332000,-0.0029,0.2177,-1.1155,1.137
0.336000,-0.2396,0.1423,-0.2970,0.407
0.341000,-0.6677,0.0447,0.1769,0.692
0.346000,-1.1971,-0.0368,0.7081,1.391
0.351000,-1.7477,0.0975,1.3687,2.222
0.355000,-1.9027,0.3135,2.0929,2.846
0.360000,-1.8838,0.5571,2.3162,3.037
0.365000,-1.9191,0.7655,2.2220,3.034
0.370000,-1.6825,0.9740,2.0099,2.796
0.375000,-1.2497,1.0125,1.7809,2.400
0.380000,-0.8735,0.7805,1.2730,1.730
0.385000,-0.6125,0.5425,0.5699,0.997
0.389000,-0.6534,0.2738,-0.1929,0.734
0.394000,-0.9662,-0.2966,-0.6314,1.192
0.400000,-1.1754,-1.1372,-0.9586,1.896
0.404000,-1.4602,-1.6821,-1.6420,2.767
0.409000,-2.0338,-1.8072,-2.5691,3.742
0.414000,-2.5166,-1.8410,-2.6040,4.062
0.420000,-2.6276,-2.0249,-2.1810,3.970
0.424000,-2.6709,-2.2156,-1.6919,3.861
0.429000,-2.9139,-2.2544,-1.2086,3.877
0.433000,-3.4054,-2.0434,-0.8817,4.068
0.438000,-0.9584,-2.3903,1.1484,2.820
0.443000,-2.7778,0.0581,-1.0272,2.962
0.448000,-3.7607,3.7365,3.8374,6.544
0.453000,-3.3615,4.0230,3.3409,6.217
0.458000,-1.6208,0.8447,-1.4366,2.325
0.463000,1.2385,-0.4104,-3.0911,3.355
0.479000,2.1575,0.9294,-2.0466,3.116
0.479000,1.5185,2.6130,-1.9469,3.595
0.479000,1.1539,3.0161,-1.9326,3.763
0.482000,1.5295,2.3354,-1.6035,3.219
0.487000,2.4192,1.4069,-1.1626,3.030
0.492000,3.0124,0.6746,-0.5953,3.144
0.496000,3.1696,0.1376,-0.1787,3.178
0.501000,3.1295,-0.4595,-0.0703,3.164
0.507000,3.1655,-0.8779,-0.3878,3.308
0.511000,3.4109,-0.6488,-0.8951,3.586
0.516000,3.5814,-0.0908,-1.1292,3.756
0.521000,3.3798,0.6265,-1.1961,3.640
0.527000,2.9446,1.3579,-1.1916,3.455
0.531000,2.4551,1.9286,-1.2401,3.359
0.536000,2.0384,2.1300,-1.4058,3.266
0.544000,1.8712,2.0728,-1.3961,3.122
0.545000,1.6980,1.9044,-1.3083,2.867
0.554000,1.4015,1.8033,-1.2160,2.587
0.555000,1.0743,1.8268,-1.0123,2.349
0.561000,0.6578,1.8102,-0.6441,2.031
0.565000,0.2338,1.9165,-0.3600,1.964
0.594000,-0.0767,2.0290,-0.2102,2.041
0.594000,-0.4066,2.5070,-0.1164,2.542
0.595000,-0.7963,3.1704,-0.5215,3.310
0.595000,-1.5911,4.0953,-1.2374,4.564
0.595000,-2.8824,5.0253,-0.7112,5.837
0.596000,-4.5862,6.4717,-0.4281,7.943
0.600000,-4.2644,5.8527,-0.3194,7.249
0.603000,-2.4616,3.3179,-0.2406,4.138
0.608000,-0.6389,0.9927,-0.2563,1.208
0.614000,0.4341,-0.0704,-0.4815,0.652
0.618000,0.7674,-0.0294,-0.6217,0.988
0.623000,0.5881,0.5193,-0.5780,0.974
0.628000,0.2054,0.8929,-0.3956,0.998
0.633000,0.0497,0.8698,-0.3778,0.950
0.638000,0.3377,0.7228,-0.4479,0.915
0.642000,0.8791,0.5945,-0.6392,1.239
0.647000,1.5583,0.5430,-0.9563,1.907
0.652000,2.4505,0.5501,-1.3133,2.834
0.659000,3.3044,0.5216,-1.8011,3.799
0.662000,3.9093,0.3647,-2.3412,4.571
0.690000,4.2415,0.1938,-2.8926,5.138
0.691000,4.2006,0.0215,-3.4930,5.463
0.692000,3.7190,-0.1601,-4.2756,5.669
0.692000,3.1274,-0.3463,-5.1180,6.008
0.693000,2.5960,-0.5903,-5.8867,6.461
0.693000,2.1811,-0.9061,-6.5795,6.991
0.697000,1.8652,-1.3092,-7.1238,7.479
0.701000,1.6704,-1.7110,-7.3755,7.753
0.706000,1.4941,-2.1675,-7.2527,7.716
0.711000,1.1305,-2.6377,-6.6948,7.284
0.716000,0.6823,-2.9879,-5.7788,6.541
0.720000,0.2170,-3.1716,-4.8453,5.795
0.725000,-0.0325,-3.2280,-4.2675,5.351
0.730000,0.0242,-3.3404,-4.2585,5.412
0.735000,0.3893,-3.5783,-4.6163,5.854
0.741000,1.0474,-3.9831,-5.0763,6.537
0.745000,1.8360,-4.3581,-5.4146,7.189
0.750000,2.7191,-4.4615,-5.6267,7.678
0.755000,3.7200,-4.3559,-5.7933,8.147
0.760000,4.4480,-4.5078,-6.0820,8.780
0.764000,4.7623,-4.8978,-6.3615,9.335
0.800000,4.6122,-5.3577,-6.4614,9.577
0.801000,4.0325,-5.7530,-6.2756,9.420
0.802000,3.2537,-5.9571,-5.7199,8.876
0.802000,2.4685,-5.9993,-4.7310,8.029
0.802000,1.8852,-6.0762,-3.5215,7.272
0.803000,1.3976,-6.1977,-2.3830,6.786
0.803000,0.8871,-6.3352,-1.4484,6.559
0.804000,0.3450,-6.4747,-0.6057,6.512
0.808000,0.2503,-6.6281,-0.2588,6.638
0.813000,0.1159,-6.7343,0.0540,6.736
0.818000,0.1002,-6.7892,-0.1776,6.792
0.823000,0.0651,-6.7201,-0.8190,6.770
0.827000,0.1400,-6.5732,-1.5351,6.752
0.832000,0.5425,-6.4903,-2.2318,6.885
0.837000,1.2269,-6.5060,-2.7457,7.167
0.842000,1.8654,-6.5822,-3.0693,7.498
0.846000,2.2415,-6.6845,-3.1805,7.734
0.853000,2.4135,-6.6661,-3.0969,7.736
0.856000,2.3716,-6.5882,-2.8532,7.561
0.861000,2.0605,-6.5536,-2.5430,7.325
0.866000,1.6183,-6.5815,-2.0970,7.095
0.894000,1.2156,-6.5182,-1.4906,6.796
0.895000,0.8413,-6.4351,-0.7616,6.534
0.895000,0.6024,-6.4224,-0.0540,6.451
0.896000,0.5053,-6.3117,0.3085,6.339
0.896000,0.3328,-6.0973,-0.0484,6.107
0.896000,0.1790,-5.9156,-0.9122,5.988
0.901000,0.3472,-5.8516,-1.9807,6.188
0.906000,0.7177,-5.9991,-2.8144,6.665
0.910000,1.1138,-6.1490,-3.2685,7.052
